mRNA splicing	-0.00365227437738779
Hemostasis	-0.00364644149382055
Transcription termination	-0.00350415210384378
Sugar transport	-0.00347542277988999
Serine protease inhibitor	-0.00318099918854636
Inflammatory response	-0.00297970115417981
Innate immunity	-0.00284304282190026
LTQ	-0.00278243172567244
Lipid transport	-0.00266895696165614
Lipoyl	-0.00262603731989495
Alternative splicing	-0.00258400365935845
3D-structure	-0.00254428837076837
Isomerase	-0.00251114229058935
Redox-active center	-0.00224772075817747
Cytoskeleton	-0.00219360901986588
Purine salvage	-0.00209526797546585
Glycerol metabolism	-0.00201290963190985
Molybdenum	-0.0019785530203344
Transposable element	-0.00194019377145653
Protein biosynthesis	-0.0017839659770917
Host cell receptor for virus entry	-0.00175696643746049
Detoxification	-0.00175128787350038
Palmitate	-0.00173298000827622
Postsynaptic cell membrane	-0.00170835867919318
Proteasome	-0.0016999657060446
Histidine biosynthesis	-0.00169877210560371
Serine protease homolog	-0.00166891180835723
Nucleotide biosynthesis	-0.00166861304153606
Behavior	-0.00166697011871806
Magnesium	-0.00158230022493052
Myosin	-0.00155582175223637
Glutathionylation	-0.00155315003345199
Allosteric enzyme	-0.00153413990674914
Erythrocyte maturation	-0.00152151338166827
Lipid degradation	-0.00149785517823228
Gonadal differentiation	-0.00148345134353343
Actin-binding	-0.00142984134425483
Lipoprotein	-0.00137917834672634
Surface film	-0.00137032527080563
Flagellum	-0.0013355011584779
Viral penetration into host nucleus	-0.00132005112733345
Prenylation	-0.0013108520773618
Cytoplasm	-0.00127917987616856
DNA replication inhibitor	-0.00125302959239099
Chromosomal rearrangement	-0.00122794723560591
Pregnancy	-0.00122133048089503
Ion transport	-0.00121401724089761
Calmodulin-binding	-0.00114621545547269
Notch signaling pathway	-0.00111633327019402
Retinol-binding	-0.00110205949430463
Alternative promoter usage	-0.00107968720156467
Heme	-0.00107367982336966
Vasodilator	-0.00105975275860668
Secreted	-0.00105476006826549
Anion exchange	-0.00103007282212724
Growth regulation	-0.00102872050367025
Necrosis	-0.00102408988506563
DNA repair	-0.000995184485885726
Coenzyme A biosynthesis	-0.000981106406695353
Mitosis	-0.000955902844872224
RNA-directed DNA polymerase	-0.000944755467626398
Serotonin biosynthesis	-0.00093483475606735
Photoreceptor protein	-0.000927327980797778
Disulfide bond	-0.000918566986719513
Myristate	-0.00091306377720743
Fibrinolysis	-0.000911306359901961
CF(1)	-0.000882324959618409
Selenocysteine	-0.000875764962307569
Metalloprotease	-0.000850762233257861
Iron transport	-0.000850222714083103
cGMP-binding	-0.000830904654274545
Citrullination	-0.000828772126767114
Chitin-binding	-0.000827195805505346
RNA-binding	-0.000814128124481069
Stress response	-0.000810701512926637
Thioether bond	-0.000805347650340701
Bromodomain	-0.000779381126596293
Lipid metabolism	-0.000768723165246483
RNA repair	-0.000764251614671852
IgE-binding protein	-0.000763803789912149
Vitamin C	-0.000743616259560577
Vitamin D	-0.000742700326878189
Protease	-0.000741593630774418
Integrin	-0.000737056587832749
Developmental protein	-0.00073671933603587
G-protein coupled receptor	-0.000736212855480114
Milk protein	-0.000734950464833021
CF(0)	-0.000721356200151056
DNA-binding	-0.000719669797073594
Eye lens protein	-0.000717425911550245
TPR repeat	-0.000715922896145416
Actin capping	-0.000712675122626343
rRNA processing	-0.000710670681194945
Cell junction	-0.000710083842251892
Lysosome	-0.000702829877287084
SH2 domain	-0.00069654048264965
Septation	-0.000685469631570365
Xylose metabolism	-0.000668869870208919
Manganese	-0.000668165162082428
Transmembrane helix	-0.00066798532885762
Methylation	-0.000665630292263915
Polyamine biosynthesis	-0.000655719090876375
Lipid biosynthesis	-0.00065226426750232
Phosphopantetheine	-0.000650879544013888
Molybdenum cofactor biosynthesis	-0.000631068196269441
Spliceosome	-0.000611113098004411
Nucleotidyltransferase	-0.000606955857661447
3Fe-4S	-0.000583524674169519
Adaptive immunity	-0.000565059470771394
Paired box	-0.000554478506991713
Pyruvate	-0.000554352703845431
FAD	-0.000547096032076786
Thiol protease	-0.000539282930874882
Tumor antigen	-0.000538457600544653
Aminoacyl-tRNA synthetase	-0.000538213079288877
Potassium channel	-0.000537515532288566
Chylomicron	-0.000530494278354468
Mutator protein	-0.000527958345228923
Respiratory chain	-0.000520885200612292
HDL	-0.000511025918675989
Iron-sulfur	-0.000510795429768593
Chromosome partition	-0.000506272586343634
Phospholipid biosynthesis	-0.00050167288770548
Pheromone response	-0.000500819319912731
Hydrogen peroxide	-0.000491312836323942
Retinal protein	-0.000490500571116504
Serine esterase	-0.000489537037968526
Proline biosynthesis	-0.000486491379979984
Spermidine biosynthesis	-0.000486252578027255
Queuosine biosynthesis	-0.000482475830291293
Metalloprotease inhibitor	-0.000472672910120454
Microtubule	-0.00047122148782054
Protein phosphatase	-0.000470933871141606
Isopeptide bond	-0.000462093477803404
Glycosidase	-0.000459791109521411
GTP-binding	-0.000452286755793468
Folate-binding	-0.000449440568686949
Digestion	-0.000449063913148484
Hypusine biosynthesis	-0.000447571472615323
mRNA capping	-0.000433017000874665
Cadmium	-0.000427480382379101
Chondrogenesis	-0.000409789034054921
Methotrexate resistance	-0.000402872082111656
Exonuclease	-0.000396874476468867
Homeobox	-0.000392108232792724
Inflammasome	-0.000388492175636812
One-carbon metabolism	-0.000382454847559392
DNA synthesis	-0.000381792798307781
Kelch repeat	-0.000373826616105776
EGF-like domain	-0.000370581476486797
Oxygen transport	-0.000365515628257666
Pyridine nucleotide biosynthesis	-0.000364023759506529
Olfaction	-0.000361968855295419
Histidine metabolism	-0.000361588445818196
Collagen	-0.000361578018877022
Sodium transport	-0.00035839258293746
PQQ	-0.000354110745642311
Basement membrane	-0.000352264425900916
Antioxidant	-0.000349277103354516
Coated pit	-0.000347969174440282
RNA-directed RNA polymerase	-0.000347822306395097
Microtubular inwards viral transport	-0.000347725392221435
Ion channel	-0.0003399175719169
Pharmaceutical	-0.000333650026324405
WD repeat	-0.000325831020774457
DNA integration	-0.000323611206531971
Tissue remodeling	-0.00032080874555763
Tyrosine catabolism	-0.000316942659131894
Melanin biosynthesis	-0.000313846466169099
Decarboxylase	-0.000309305631689571
4Fe-4S	-0.000309172231274517
Extracellular matrix	-0.000307527077741257
Amyloid	-0.000307424175829384
Phosphoprotein	-0.000306852558054857
Hydrogen ion transport	-0.000286302573587053
Antiviral defense	-0.000285634722801478
Glucose metabolism	-0.000281158274683008
Unfolded protein response	-0.000278723253836582
cAMP	-0.000272053659356317
DNA-directed RNA polymerase	-0.000271679314091375
Photoprotein	-0.000271432359184617
ER-Golgi transport	-0.000271207332161703
Complement pathway	-0.00025942901381043
cGMP biosynthesis	-0.000259047592361247
Carboxypeptidase	-0.00025852991495098
Collagen degradation	-0.000258097968196286
Branched-chain amino acid catabolism	-0.000256508783078932
Leucine-rich repeat	-0.000256102308378535
Arginine biosynthesis	-0.000250383209407424
Oxidoreductase	-0.000249674924875017
Growth factor	-0.000248258263240631
Annexin	-0.000245314594197589
Prion	-0.000244376245194148
Voltage-gated channel	-0.00024396719579973
Sushi	-0.000240760589726231
Arginine metabolism	-0.000240736413071949
Thyroid hormone	-0.000240595404822105
Viral RNA replication	-0.000240538372451439
Peroxisome	-0.000240503325807201
Synapse	-0.000238038895991833
Neurotransmitter biosynthesis	-0.000232791641441956
Monooxygenase	-0.000232093066187983
Chaperone	-0.00023013225789476
Keratinization	-0.000229897109923263
Multifunctional enzyme	-0.000228125517787029
Hydrolase	-0.000222800580311649
Gluconeogenesis	-0.000218262386971235
Plasminogen activation	-0.000217723450752501
Immunoglobulin domain	-0.0002169272014768
Bacteriolytic enzyme	-0.000214286441719302
Cilium	-0.000213854972272399
Carnitine biosynthesis	-0.000212771649514629
Synaptosome	-0.000207700497216449
Glycogen biosynthesis	-0.000206355741631089
Amino-acid transport	-0.000206231292089708
Thiamine pyrophosphate	-0.000206185463880586
CBS domain	-0.000205825790117816
Gap junction	-0.000205558644716622
Amidation	-0.000205321511103213
Alternative initiation	-0.000204417184780076
